base_id,original_pdb,watermarked_pdb,bit_label,E_original,E_watermarked,delta_E
1YOZ,1YOZ.pdb,1YOZ_12bit_110010101000.pdb,12bit_110010101000,354.5052288,354.3679703,-0.137258528
1YPE,1YPE.pdb,1YPE_12bit_100110001111.pdb,12bit_100110001111,-185.446804,-185.3145135,0.132290503
1YPQ,1YPQ.pdb,1YPQ_12bit_100010111000.pdb,12bit_100010111000,-389.2216509,-389.1958307,0.025820203
1YQQ,1YQQ.pdb,1YQQ_12bit_100110101100.pdb,12bit_100110101100,479.0146316,479.0611824,0.046550813
1YRF,1YRF.pdb,1YRF_12bit_000010110001.pdb,12bit_000010110001,-37.13594336,-37.14977265,-0.013829295
1YRV,1YRV.pdb,1YRV_12bit_111111111110.pdb,12bit_111111111110,283.6495226,283.4443179,-0.205204695
1YS3,1YS3.pdb,1YS3_12bit_010011111110.pdb,12bit_010011111110,-91.79089143,-91.70432813,0.086563295
1YSW,1YSW.pdb,1YSW_12bit_001101110010.pdb,12bit_001101110010,1223.64924,1223.482018,-0.167221845
1YVG,1YVG.pdb,1YVG_12bit_001001111011.pdb,12bit_001001111011,885.2172495,885.0468365,-0.17041307
1YXN,1YXN.pdb,1YXN_12bit_001111011011.pdb,12bit_001111011011,0.0,0.0,0.0
1YY7,1YY7.pdb,1YY7_12bit_111100011010.pdb,12bit_111100011010,-288.5673838,-288.5654339,0.001949826
1YYF,1YYF.pdb,1YYF_12bit_010100001011.pdb,12bit_010100001011,24168.47782,24167.99519,-0.482632734
1YYQ,1YYQ.pdb,1YYQ_12bit_001100001000.pdb,12bit_001100001000,102.7639258,102.782315,0.018389188
1YZF,1YZF.pdb,1YZF_12bit_100110011010.pdb,12bit_100110011010,-211.5858,-211.6055731,-0.019773107
1YZV,1YZV.pdb,1YZV_12bit_011001101101.pdb,12bit_011001101101,-181.1421088,-180.6758101,0.466298784
1Z4Z,1Z4Z.pdb,1Z4Z_12bit_100011011111.pdb,12bit_100011011111,-53.65567763,-53.61641928,0.03925835
1Z5U,1Z5U.pdb,1Z5U_12bit_100000111110.pdb,12bit_100000111110,-1230.377253,-1230.137648,0.239604183
1Z6F,1Z6F.pdb,1Z6F_12bit_011010001000.pdb,12bit_011010001000,-501.376366,-501.1945446,0.181821439
1Z6J,1Z6J.pdb,1Z6J_12bit_011111101011.pdb,12bit_011111101011,919.5172161,919.7036152,0.186399115
1Z8C,1Z8C.pdb,1Z8C_12bit_011111000010.pdb,12bit_011111000010,-100.7123851,-100.5450967,0.167288448
1Z9H,1Z9H.pdb,1Z9H_12bit_010111011011.pdb,12bit_010111011011,4553.248055,4552.984802,-0.263253738
1Z9U,1Z9U.pdb,1Z9U_12bit_001010000100.pdb,12bit_001010000100,241.1643561,241.3066626,0.142306521
1ZA4,1ZA4.pdb,1ZA4_12bit_100001101001.pdb,12bit_100001101001,-38.78414036,-38.67517806,0.108962301
1ZA7,1ZA7.pdb,1ZA7_12bit_100011110001.pdb,12bit_100011110001,10.90705737,10.91648355,0.009426182
1ZAG,1ZAG.pdb,1ZAG_12bit_011110101000.pdb,12bit_011110101000,1750.144657,1750.121804,-0.022852883
1ZAP,1ZAP.pdb,1ZAP_12bit_010011011111.pdb,12bit_010011011111,202.882928,202.8083666,-0.074561353
1ZC9,1ZC9.pdb,1ZC9_12bit_111100110001.pdb,12bit_111100110001,-272.4240259,-272.5066644,-0.082638448
1ZDF,1ZDF.pdb,1ZDF_12bit_011001000101.pdb,12bit_011001000101,-216.122956,-216.0533499,0.069606103
1ZHZ,1ZHZ.pdb,1ZHZ_12bit_111001101100.pdb,12bit_111001101100,-393.5649994,-393.635036,-0.070036573
1ZIL,1ZIL.pdb,1ZIL_12bit_111000100100.pdb,12bit_111000100100,369.8418065,369.8563338,0.014527333
1ZK9,1ZK9.pdb,1ZK9_12bit_110000100010.pdb,12bit_110000100010,165.4233586,165.5701088,0.146750223
1ZKD,1ZKD.pdb,1ZKD_12bit_111100010110.pdb,12bit_111100010110,-404.2242212,-404.1592766,0.064944613
1ZL3,1ZL3.pdb,1ZL3_12bit_101110010000.pdb,12bit_101110010000,312.9427724,312.882385,-0.060387447
1ZMP,1ZMP.pdb,1ZMP_12bit_100101110010.pdb,12bit_100101110010,22.85410675,22.86655537,0.012448624
1ZMS,1ZMS.pdb,1ZMS_12bit_001101111100.pdb,12bit_001101111100,308.680228,308.6393931,-0.040834946
1ZMX,1ZMX.pdb,1ZMX_12bit_000110110111.pdb,12bit_000110110111,2384.254345,2384.423842,0.169497424
1ZNK,1ZNK.pdb,1ZNK_12bit_100010011010.pdb,12bit_100010011010,-147.4283308,-147.2903445,0.137986311
1ZNZ,1ZNZ.pdb,1ZNZ_12bit_001110110010.pdb,12bit_001110110010,-7.11243164,-7.049409441,0.063022199
1ZOQ,1ZOQ.pdb,1ZOQ_12bit_000100101000.pdb,12bit_000100101000,432.6789509,432.674114,-0.004836985
1ZP7,1ZP7.pdb,1ZP7_12bit_100100000111.pdb,12bit_100100000111,401.6661207,401.4392751,-0.226845602
1ZQ7,1ZQ7.pdb,1ZQ7_12bit_011001010110.pdb,12bit_011001010110,254.0891439,254.1607572,0.071613367
1ZU2,1ZU2.pdb,1ZU2_12bit_101001101110.pdb,12bit_101001101110,146848850.5,146848849.6,-0.939451307
1ZUI,1ZUI.pdb,1ZUI_12bit_110110111011.pdb,12bit_110110111011,1034.021123,1033.547688,-0.473434677
1ZVJ,1ZVJ.pdb,1ZVJ_12bit_100111000000.pdb,12bit_100111000000,-23.30910672,-23.56988176,-0.260775034
1ZW3,1ZW3.pdb,1ZW3_12bit_011001110110.pdb,12bit_011001110110,1819.210998,1819.429177,0.218179046
1ZXC,1ZXC.pdb,1ZXC_12bit_111010000010.pdb,12bit_111010000010,731.9319754,732.0273084,0.095332997
1ZY5,1ZY5.pdb,1ZY5_12bit_101010001101.pdb,12bit_101010001101,325.6534777,325.6514695,-0.002008189
1ZYJ,1ZYJ.pdb,1ZYJ_12bit_111011010010.pdb,12bit_111011010010,153.5514048,153.5448164,-0.006588444
1ZZ2,1ZZ2.pdb,1ZZ2_12bit_110110001011.pdb,12bit_110110001011,376.9970321,377.1632611,0.166229049
213L,213L.pdb,213L_12bit_011110111110.pdb,12bit_011110111110,756.7581178,756.6358214,-0.122296422
215L,215L.pdb,215L_12bit_000111000111.pdb,12bit_000111000111,151.9188708,152.0319109,0.113040051
231L,231L.pdb,231L_12bit_111011011001.pdb,12bit_111011011001,384.1681954,384.2469384,0.07874306
240L,240L.pdb,240L_12bit_100110010000.pdb,12bit_100110010000,-97.02561134,-97.44191805,-0.416306709
244L,244L.pdb,244L_12bit_110101100100.pdb,12bit_110101100100,-47.25913337,-47.18587373,0.073259645
2A45,2A45.pdb,2A45_12bit_110110010011.pdb,12bit_110110010011,12204.02318,12204.35864,0.335462576
2A49,2A49.pdb,2A49_12bit_001000110001.pdb,12bit_001000110001,-482.5958205,-482.4903704,0.105450109
2A4O,2A4O.pdb,2A4O_12bit_000010000101.pdb,12bit_000010000101,69.46310956,69.33318603,-0.129923528
2A59,2A59.pdb,2A59_12bit_010111100001.pdb,12bit_010111100001,-63.04368026,-63.12341085,-0.079730597
2A67,2A67.pdb,2A67_12bit_111000100000.pdb,12bit_111000100000,212.863985,212.9943019,0.130316841
2A6P,2A6P.pdb,2A6P_12bit_110010101101.pdb,12bit_110010101101,147.5621091,147.5288384,-0.033270693
2A6W,2A6W.pdb,2A6W_12bit_010010111010.pdb,12bit_010010111010,8.640356181,8.625656852,-0.014699329
2A94,2A94.pdb,2A94_12bit_010010110001.pdb,12bit_010010110001,-486.6434255,-487.0447622,-0.401336687
2A97,2A97.pdb,2A97_12bit_100101010111.pdb,12bit_100101010111,711.8913861,711.8526212,-0.038764966
2AD5,2AD5.pdb,2AD5_12bit_100111111010.pdb,12bit_100111111010,6684.901571,6684.494072,-0.407499016
2AFV,2AFV.pdb,2AFV_12bit_100100011101.pdb,12bit_100100011101,550.4356512,550.6826109,0.246959715
2AGL,2AGL.pdb,2AGL_12bit_000111100100.pdb,12bit_000111100100,-1265.444381,-1265.40288,0.041501543
2AHI,2AHI.pdb,2AHI_12bit_101010110011.pdb,12bit_101010110011,-502.5385088,-502.6887361,-0.150227326
2AHP,2AHP.pdb,2AHP_12bit_001000100001.pdb,12bit_001000100001,-64.53360218,-64.53674408,-0.003141905
2AIU,2AIU.pdb,2AIU_12bit_000101001001.pdb,12bit_000101001001,-72.75974271,-72.73789321,0.021849502
2AIX,2AIX.pdb,2AIX_12bit_000001100101.pdb,12bit_000001100101,-171.6726641,-171.8336023,-0.160938138
2AJ9,2AJ9.pdb,2AJ9_12bit_000000110110.pdb,12bit_000000110110,973.5774262,973.7746801,0.197253833
2AJU,2AJU.pdb,2AJU_12bit_100110101101.pdb,12bit_100110101101,-403.2610209,-403.476317,-0.215296123
2AL2,2AL2.pdb,2AL2_12bit_100101010001.pdb,12bit_100101010001,86.2327596,86.2573221,0.024562499
2AM1,2AM1.pdb,2AM1_12bit_011000010111.pdb,12bit_011000010111,825.4221986,825.5512462,0.129047565
2AM9,2AM9.pdb,2AM9_12bit_101000010011.pdb,12bit_101000010011,-314.8400137,-314.7648423,0.075171393
2AOC,2AOC.pdb,2AOC_12bit_110110111100.pdb,12bit_110110111100,-342.8648433,-342.5314652,0.333378059
2AOX,2AOX.pdb,2AOX_12bit_001000010001.pdb,12bit_001000010001,1619.107818,1618.669926,-0.437891858
2APJ,2APJ.pdb,2APJ_12bit_110111111011.pdb,12bit_110111111011,-1588.583798,-1588.550403,0.033394782
2ARX,2ARX.pdb,2ARX_12bit_100010000111.pdb,12bit_100010000111,-844.068888,-844.0479113,0.020976703
2AVP,2AVP.pdb,2AVP_12bit_000101011111.pdb,12bit_000101011111,-76.58203214,-76.43316519,0.148866946
2AXA,2AXA.pdb,2AXA_12bit_011101100101.pdb,12bit_011101100101,-165.8162193,-165.9651581,-0.148938854
2AXQ,2AXQ.pdb,2AXQ_12bit_111011111100.pdb,12bit_111011111100,-459.0222893,-458.7163794,0.305909988
2AXU,2AXU.pdb,2AXU_12bit_001000110101.pdb,12bit_001000110101,6688.825378,6688.787803,-0.03757476
2AYU,2AYU.pdb,2AYU_12bit_101101110111.pdb,12bit_101101110111,2285.937192,2285.979981,0.042788949
2AZT,2AZT.pdb,2AZT_12bit_110011010110.pdb,12bit_110011010110,1334.289138,1334.536161,0.247023093
2B2W,2B2W.pdb,2B2W_12bit_101001000000.pdb,12bit_101001000000,951.7441819,952.0490814,0.304899419
2B4E,2B4E.pdb,2B4E_12bit_101001110110.pdb,12bit_101001110110,-64.60956541,-64.57309176,0.036473652
2B6A,2B6A.pdb,2B6A_12bit_000011011110.pdb,12bit_000011011110,6625.612445,6624.830897,-0.781547739
2B7Y,2B7Y.pdb,2B7Y_12bit_111111010100.pdb,12bit_111111010100,2851.722382,2851.93721,0.214827988
2B81,2B81.pdb,2B81_12bit_011101011100.pdb,12bit_011101011100,236.2377459,236.4469999,0.209253983
2B8L,2B8L.pdb,2B8L_12bit_000000110001.pdb,12bit_000000110001,-367.3070577,-367.7618283,-0.454770595
2B8T,2B8T.pdb,2B8T_12bit_011111110110.pdb,12bit_011111110110,-708.1920828,-707.9781937,0.213889025
2B91,2B91.pdb,2B91_12bit_010101010000.pdb,12bit_010101010000,160.8174819,160.6532487,-0.164233178
2B9D,2B9D.pdb,2B9D_12bit_011100001100.pdb,12bit_011100001100,299.2659546,299.3235303,0.057575726
2BAS,2BAS.pdb,2BAS_12bit_000101110011.pdb,12bit_000101110011,713.3866116,713.4270169,0.040405293
2BAW,2BAW.pdb,2BAW_12bit_100000011011.pdb,12bit_100000011011,977.1126946,976.2011763,-0.911518277
2BB2,2BB2.pdb,2BB2_12bit_110100011010.pdb,12bit_110100011010,567.4347568,567.3289985,-0.105758234
2BB3,2BB3.pdb,2BB3_12bit_010111110000.pdb,12bit_010111110000,694.1311283,693.9470028,-0.184125492
2BB7,2BB7.pdb,2BB7_12bit_101011110111.pdb,12bit_101011110111,-414.1480121,-414.1494738,-0.001461673
2BDA,2BDA.pdb,2BDA_12bit_101110001001.pdb,12bit_101110001001,-296.8469924,-296.3354785,0.511513924
2BF1,2BF1.pdb,2BF1_12bit_100011110001.pdb,12bit_100011110001,4722.506679,4722.4752,-0.031479529
2BFN,2BFN.pdb,2BFN_12bit_101010000000.pdb,12bit_101010000000,-579.5406097,-579.6347098,-0.094100126
2BGH,2BGH.pdb,2BGH_12bit_110101000010.pdb,12bit_110101000010,1691.503274,1691.051809,-0.451465146
2BHX,2BHX.pdb,2BHX_12bit_001010100101.pdb,12bit_001010100101,-132.7373148,-133.4320559,-0.694741145
2BKF,2BKF.pdb,2BKF_12bit_111110001000.pdb,12bit_111110001000,-96.74214148,-96.67292923,0.069212248
2BKR,2BKR.pdb,2BKR_12bit_010101010100.pdb,12bit_010101010100,321.0009973,320.7053644,-0.295632901
2BLP,2BLP.pdb,2BLP_12bit_011001001001.pdb,12bit_011001001001,-106.2391641,-106.185393,0.053771069
2BLU,2BLU.pdb,2BLU_12bit_011100000001.pdb,12bit_011100000001,-258.3112295,-258.5622759,-0.251046433
2BM5,2BM5.pdb,2BM5_12bit_010001010010.pdb,12bit_010001010010,-367.633551,-367.6353713,-0.001820296
2BMB,2BMB.pdb,2BMB_12bit_111001100001.pdb,12bit_111001100001,-256.2302239,-256.3308258,-0.100601967
2BO1,2BO1.pdb,2BO1_12bit_010111111011.pdb,12bit_010111111011,-144.1345278,-144.0607675,0.073760269
2BOA,2BOA.pdb,2BOA_12bit_100111101110.pdb,12bit_100111101110,1638.901347,1638.75183,-0.149516824
2BOO,2BOO.pdb,2BOO_12bit_010100010111.pdb,12bit_010100010111,-27.07316091,-27.12096965,-0.047808744
2BOY,2BOY.pdb,2BOY_12bit_010011111000.pdb,12bit_010011111000,-62.86386653,-62.6861828,0.177683724
2BQR,2BQR.pdb,2BQR_12bit_010010001101.pdb,12bit_010010001101,148.2171838,148.0433549,-0.173828913
2BRW,2BRW.pdb,2BRW_12bit_010000101100.pdb,12bit_010000101100,1415.402839,1415.333018,-0.069820619
2BST,2BST.pdb,2BST_12bit_001111000000.pdb,12bit_001111000000,-126.9171267,-126.9659488,-0.048822151
2BU1,2BU1.pdb,2BU1_12bit_101101110110.pdb,12bit_101101110110,-6.974378725,-6.871565794,0.102812931
2BUV,2BUV.pdb,2BUV_12bit_011010010010.pdb,12bit_011010010010,-432.7636474,-432.7940435,-0.030396039
2BVU,2BVU.pdb,2BVU_12bit_111010101001.pdb,12bit_111010101001,949.4740822,948.8541105,-0.619971713
2BXL,2BXL.pdb,2BXL_12bit_001111010010.pdb,12bit_001111010010,889.3781178,889.3768744,-0.001243446
2BXW,2BXW.pdb,2BXW_12bit_111101111001.pdb,12bit_111101111001,-168.590671,-168.5870711,0.003599879
2BYS,2BYS.pdb,2BYS_12bit_001010011000.pdb,12bit_001010011000,-1257.394225,-1257.300111,0.094114066
2BZ0,2BZ0.pdb,2BZ0_12bit_001001010100.pdb,12bit_001001010100,179.0873091,179.1923307,0.105021634
2BZD,2BZD.pdb,2BZD_12bit_101011011100.pdb,12bit_101011011100,-402.0527237,-401.9576429,0.095080728
2C01,2C01.pdb,2C01_12bit_101111110111.pdb,12bit_101111110111,1421.422684,1421.578054,0.155369155
2C2Y,2C2Y.pdb,2C2Y_12bit_000101010010.pdb,12bit_000101010010,-77.12130583,-77.20418616,-0.082880327
2C4A,2C4A.pdb,2C4A_12bit_001101111100.pdb,12bit_001101111100,-221.2631197,-221.2883447,-0.025224968
2C4H,2C4H.pdb,2C4H_12bit_010100110101.pdb,12bit_010100110101,-451.2216084,-451.4439494,-0.222341036
2C4M,2C4M.pdb,2C4M_12bit_001000000011.pdb,12bit_001000000011,-2254.822386,-2255.546765,-0.724378545
2C4Z,2C4Z.pdb,2C4Z_12bit_010011101111.pdb,12bit_010011101111,138.2202319,138.1857523,-0.034479574
2C5B,2C5B.pdb,2C5B_12bit_001110001111.pdb,12bit_001110001111,501.4563999,501.4697711,0.013371212
2C67,2C67.pdb,2C67_12bit_011000001110.pdb,12bit_011000001110,-1543.461311,-1543.436178,0.025132728
2C6O,2C6O.pdb,2C6O_12bit_001110110111.pdb,12bit_001110110111,1967.357735,1967.385645,0.027910232
2C70,2C70.pdb,2C70_12bit_000100011111.pdb,12bit_000100011111,-1304.177235,-1304.199367,-0.022131869
2C7L,2C7L.pdb,2C7L_12bit_011001100011.pdb,12bit_011001100011,225.2110438,225.3370296,0.125985725
2C83,2C83.pdb,2C83_12bit_011110111110.pdb,12bit_011110111110,550.4686387,550.2764414,-0.192197319
2C86,2C86.pdb,2C86_12bit_110101010100.pdb,12bit_110101010100,1167.530263,1167.386522,-0.143740899
2C97,2C97.pdb,2C97_12bit_101110101001.pdb,12bit_101110101001,-803.4988373,-803.6094902,-0.110652937
2C9P,2C9P.pdb,2C9P_12bit_000100101110.pdb,12bit_000100101110,-293.8632716,-293.8390549,0.02421669
2CA1,2CA1.pdb,2CA1_12bit_111010011110.pdb,12bit_111010011110,318.1797729,318.0449352,-0.134837771
2CB8,2CB8.pdb,2CB8_12bit_000001000000.pdb,12bit_000001000000,-212.2600994,-212.2297087,0.030390734
2CCB,2CCB.pdb,2CCB_12bit_100001101110.pdb,12bit_100001101110,-37.64642037,-37.66419475,-0.017774374
2CDY,2CDY.pdb,2CDY_12bit_000101010110.pdb,12bit_000101010110,-949.3804272,-949.5803271,-0.19989989
2CFV,2CFV.pdb,2CFV_12bit_110101010010.pdb,12bit_110101010010,481.8624302,482.3516034,0.489173132
2CG1,2CG1.pdb,2CG1_12bit_110111011101.pdb,12bit_110111011101,-816.1548178,-816.129037,0.02578082
2CGH,2CGH.pdb,2CGH_12bit_101110111111.pdb,12bit_101110111111,-528.8883583,-528.6086446,0.279713659
2CGV,2CGV.pdb,2CGV_12bit_100101110110.pdb,12bit_100101110110,914.6069717,914.2974444,-0.309527232
2CH5,2CH5.pdb,2CH5_12bit_110100001111.pdb,12bit_110100001111,-1058.583238,-1058.549113,0.034124478
2CIG,2CIG.pdb,2CIG_12bit_000010001000.pdb,12bit_000010001000,-59.96597473,-59.87394205,0.092032682
2CJ3,2CJ3.pdb,2CJ3_12bit_110101101101.pdb,12bit_110101101101,-223.8582526,-223.9958634,-0.137610812
2CJB,2CJB.pdb,2CJB_12bit_011000111000.pdb,12bit_011000111000,2042.476436,2042.254323,-0.222113229
2CKK,2CKK.pdb,2CKK_12bit_000110111100.pdb,12bit_000110111100,-204.3963014,-204.4898518,-0.093550385
2CLP,2CLP.pdb,2CLP_12bit_100011110010.pdb,12bit_100011110010,-1880.2154,-1879.655899,0.559501023
2CLY,2CLY.pdb,2CLY_12bit_000101100100.pdb,12bit_000101100100,4289.45835,4289.59936,0.141010049
2CM7,2CM7.pdb,2CM7_12bit_111101111011.pdb,12bit_111101111011,-81.35942441,-81.22796653,0.13145788
2CMF,2CMF.pdb,2CMF_12bit_110010110100.pdb,12bit_110010110100,817.7856249,817.682888,-0.102736881
2CML,2CML.pdb,2CML_12bit_101001001100.pdb,12bit_101001001100,-19.5969538,-19.70063579,-0.103681988
2CMP,2CMP.pdb,2CMP_12bit_101001101011.pdb,12bit_101001101011,107.1876246,106.606741,-0.580883601
2CSL,2CSL.pdb,2CSL_12bit_000110001110.pdb,12bit_000110001110,168.1581289,168.0842428,-0.073886087
2CU0,2CU0.pdb,2CU0_12bit_100011000110.pdb,12bit_100011000110,-452.0015604,-452.2903043,-0.288743882
2CV2,2CV2.pdb,2CV2_12bit_101000100011.pdb,12bit_101000100011,1761.213689,1761.126469,-0.087219689
2CV5,2CV5.pdb,2CV5_12bit_000110110110.pdb,12bit_000110110110,2738.804934,2739.07158,0.266645612
2CVO,2CVO.pdb,2CVO_12bit_101101100011.pdb,12bit_101101100011,-919.1328991,-919.0482662,0.084632904
2CWH,2CWH.pdb,2CWH_12bit_111000110101.pdb,12bit_111000110101,-1129.980531,-1129.843147,0.137383916
2CXV,2CXV.pdb,2CXV_12bit_000011001111.pdb,12bit_000011001111,-267.4000785,-267.3731546,0.026923983
2CYZ,2CYZ.pdb,2CYZ_12bit_101110000001.pdb,12bit_101110000001,-662.9004673,-662.9642054,-0.063738104
2CZ2,2CZ2.pdb,2CZ2_12bit_001011100001.pdb,12bit_001011100001,-282.043659,-282.0944131,-0.050754152
2CZE,2CZE.pdb,2CZE_12bit_000000101101.pdb,12bit_000000101101,-638.8904294,-638.8961376,-0.005708179
2CZR,2CZR.pdb,2CZR_12bit_111111111010.pdb,12bit_111111111010,179.6878053,179.6246103,-0.063194976
2D0I,2D0I.pdb,2D0I_12bit_110111001110.pdb,12bit_110111001110,-693.2145147,-693.0433968,0.17111788
2D2I,2D2I.pdb,2D2I_12bit_000001001111.pdb,12bit_000001001111,1567.836747,1567.982344,0.145597259
2D5M,2D5M.pdb,2D5M_12bit_101100001010.pdb,12bit_101100001010,-188.4109822,-188.4781346,-0.067152316
2D66,2D66.pdb,2D66_12bit_111100010111.pdb,12bit_111100010111,-324.6025966,-324.6084627,-0.005866029
2D6N,2D6N.pdb,2D6N_12bit_000100000011.pdb,12bit_000100000011,-235.7493961,-235.7934168,-0.044020741
2D6O,2D6O.pdb,2D6O_12bit_011011101110.pdb,12bit_011011101110,-106.7596031,-106.7799109,-0.020307737
2DB4,2DB4.pdb,2DB4_12bit_001100110111.pdb,12bit_001100110111,-2549.116537,-2549.028683,0.087854113
2DCT,2DCT.pdb,2DCT_12bit_011101101110.pdb,12bit_011101101110,-298.213807,-298.1730024,0.040804566
2DDR,2DDR.pdb,2DDR_12bit_000101011000.pdb,12bit_000101011000,-1517.328253,-1517.311803,0.016450166
2DDX,2DDX.pdb,2DDX_12bit_000110101111.pdb,12bit_000110101111,-683.8138383,-683.7888459,0.024992404
2DDZ,2DDZ.pdb,2DDZ_12bit_100000010010.pdb,12bit_100000010010,113.2403068,113.2004043,-0.039902568
2DFX,2DFX.pdb,2DFX_12bit_000111000100.pdb,12bit_000111000100,-245.0489618,-244.9898038,0.059157974
2DLD,2DLD.pdb,2DLD_12bit_111000111010.pdb,12bit_111000111010,8419.509486,8419.277014,-0.232471932
2DLM,2DLM.pdb,2DLM_12bit_100111001100.pdb,12bit_100111001100,54516721.8,54516722.61,0.811078124
2DLN,2DLN.pdb,2DLN_12bit_000011101011.pdb,12bit_000011101011,1308.348168,1308.277625,-0.07054297
2DPF,2DPF.pdb,2DPF_12bit_110101111101.pdb,12bit_110101111101,-519.14813,-519.0247506,0.123379407
2DPT,2DPT.pdb,2DPT_12bit_110001000000.pdb,12bit_110001000000,812.4777728,812.530484,0.05271116
2DQ3,2DQ3.pdb,2DQ3_12bit_101011000000.pdb,12bit_101011000000,3441.58068,3441.455104,-0.125576251
2DQ6,2DQ6.pdb,2DQ6_12bit_011011111100.pdb,12bit_011011111100,-1558.093312,-1557.952069,0.141242397
2DQ7,2DQ7.pdb,2DQ7_12bit_001110101110.pdb,12bit_001110101110,1528.327533,1528.529052,0.201519296
2DRD,2DRD.pdb,2DRD_12bit_001000111010.pdb,12bit_001000111010,40493.13858,40493.03476,-0.103814048
2DSR,2DSR.pdb,2DSR_12bit_010111010011.pdb,12bit_010111010011,-1.638117615,-1.800195366,-0.16207775
2DT8,2DT8.pdb,2DT8_12bit_011110010010.pdb,12bit_011110010010,-492.0584519,-492.0660458,-0.007593942
2DUE,2DUE.pdb,2DUE_12bit_000010000101.pdb,12bit_000010000101,-239.1848107,-239.0645766,0.120234144
2DVC,2DVC.pdb,2DVC_12bit_001000001100.pdb,12bit_001000001100,372.5912899,373.3876641,0.796374212
2DVI,2DVI.pdb,2DVI_12bit_101101001101.pdb,12bit_101101001101,307.2509519,307.1650727,-0.085879221
2DVW,2DVW.pdb,2DVW_12bit_001100100110.pdb,12bit_001100100110,-46.71883754,-46.76151015,-0.042672609
2DW6,2DW6.pdb,2DW6_12bit_001000010000.pdb,12bit_001000010000,-1052.53636,-1052.359344,0.17701599
2DWI,2DWI.pdb,2DWI_12bit_000101110100.pdb,12bit_000101110100,201.3204103,201.3016269,-0.018783404
2DXC,2DXC.pdb,2DXC_12bit_100100100110.pdb,12bit_100100100110,-2079.641333,-2079.628314,0.013019891
2DXL,2DXL.pdb,2DXL_12bit_100010101000.pdb,12bit_100010101000,1260.289988,1260.408819,0.118830976
2DY0,2DY0.pdb,2DY0_12bit_101011011100.pdb,12bit_101011011100,-529.0963887,-529.1407292,-0.044340492
2DY5,2DY5.pdb,2DY5_12bit_100011101111.pdb,12bit_100011101111,132.5489041,132.686476,0.137571984
2E0P,2E0P.pdb,2E0P_12bit_000110101100.pdb,12bit_000110101100,-940.9891438,-941.0904578,-0.10131399
2E1U,2E1U.pdb,2E1U_12bit_110001110000.pdb,12bit_110001110000,413.2289632,413.1974633,-0.031499935
2.00E+26,2E26.pdb,2E26_12bit_110010000001.pdb,12bit_110010000001,-781.201158,-781.4495978,-0.248439788
2E2F,2E2F.pdb,2E2F_12bit_011100010110.pdb,12bit_011100010110,209.4065996,209.4869953,0.080395669
2E2G,2E2G.pdb,2E2G_12bit_111010100101.pdb,12bit_111010100101,3912.202453,3912.268072,0.065619246
2.00E+32,2E32.pdb,2E32_12bit_011001011001.pdb,12bit_011001011001,6509.071846,6509.801418,0.729571258
2E3S,2E3S.pdb,2E3S_12bit_111010000110.pdb,12bit_111010000110,-169.3467906,-169.1743187,0.172471989
2E6H,2E6H.pdb,2E6H_12bit_011001101111.pdb,12bit_011001101111,-471.5422462,-471.5591675,-0.016921329
2E8C,2E8C.pdb,2E8C_12bit_010110100111.pdb,12bit_010110100111,17.38319912,17.44428816,0.061089044
2.00E+93,2E93.pdb,2E93_12bit_000101110111.pdb,12bit_000101110111,354.1147366,353.9435341,-0.171202486
2E9C,2E9C.pdb,2E9C_12bit_000001001110.pdb,12bit_000001001110,102.5115273,102.5437849,0.03225754
2EA4,2EA4.pdb,2EA4_12bit_000101001011.pdb,12bit_000101001011,350.1383249,350.1812082,0.042883305
2EAK,2EAK.pdb,2EAK_12bit_001010001111.pdb,12bit_001010001111,-257.7077517,-257.4855722,0.2221795
2EBG,2EBG.pdb,2EBG_12bit_110101100111.pdb,12bit_110101100111,37.72283764,37.62845635,-0.094381287
2EBN,2EBN.pdb,2EBN_12bit_000100110001.pdb,12bit_000100110001,-121.7549042,-121.8300258,-0.075121547
2EER,2EER.pdb,2EER_12bit_011000101010.pdb,12bit_011000101010,-964.5191398,-964.520423,-0.001283202
2EF9,2EF9.pdb,2EF9_12bit_110101000111.pdb,12bit_110101000111,-236.4039643,-236.4759499,-0.071985661
2EFC,2EFC.pdb,2EFC_12bit_011000110011.pdb,12bit_011000110011,34.84206837,34.92315945,0.081091084
2EGU,2EGU.pdb,2EGU_12bit_101000001110.pdb,12bit_101000001110,-113.4362718,-112.7569286,0.679343178
2EHC,2EHC.pdb,2EHC_12bit_101111110110.pdb,12bit_101111110110,-1043.63665,-1043.640433,-0.003783324
2EJ5,2EJ5.pdb,2EJ5_12bit_110001000001.pdb,12bit_110001000001,28.54101462,28.73019359,0.189178971
2EJC,2EJC.pdb,2EJC_12bit_100110010010.pdb,12bit_100110010010,201.3813362,201.3694706,-0.011865582
2EJG,2EJG.pdb,2EJG_12bit_001101111111.pdb,12bit_001101111111,1051.736016,1051.400159,-0.335856468
2EJK,2EJK.pdb,2EJK_12bit_000011010100.pdb,12bit_000011010100,-776.4786334,-776.5079203,-0.029286928
2EKU,2EKU.pdb,2EKU_12bit_010011001011.pdb,12bit_010011001011,-2.592980023,-3.032339957,-0.439359934
2EQ5,2EQ5.pdb,2EQ5_12bit_110011100111.pdb,12bit_110011100111,1143.033969,1143.04182,0.007850773
